internal_id	customer_label	rawseqs(R1+R2)	trimmed_seqs(R1+R2)	dada2_infered	chimera_seqs	chimera_free_seqs	unique_seqs	seqs(after_size_filtration)	final_unique_seqs
zr24558_1V3V4	84B.R1.48H	126020	126020	60831	6857	53974	225	53584	136
zr24558_2V3V4	84B.R2.48H	226262	226256	107855	14624	93231	451	92462	242
zr24558_3V3V4	84B.S1.48H	159572	159564	75671	12163	63508	407	62909	229
zr24558_4V3V4	84B.S2.48H	104054	104054	50226	6883	43343	183	42998	88
zr24558_5V3V4	84B.NC.48H	120904	120904	57209	6987	50222	354	49618	197
zr24558_6V3V4	21B.R1.48H	147532	147530	72701	7034	65667	179	65388	83
zr24558_7V3V4	21B.R2.48H	154920	154920	74703	11959	62744	322	62180	152
zr24558_8V3V4	21B.S1.48H	125902	125902	61546	9404	52142	222	51763	107
zr24558_9V3V4	21B.S2.48H	130898	130896	63587	8702	54885	250	54543	128
zr24558_10V3V4	21B.NC.48H	141232	141232	69557	9361	60196	134	59970	69
zr24558_11V3V4	73B.R1.48H	142494	142492	68513	7540	60973	262	60614	151
zr24558_12V3V4	73B.R2.48H	143944	143944	71142	13076	58066	72	57963	49
zr24558_13V3V4	73B.S1.48H	154276	154274	74469	9690	64779	205	64506	130
zr24558_14V3V4	73B.S2.48H	98416	98416	48359	8394	39965	93	39807	51
zr24558_15V3V4	73B.NC..48H	170856	170856	82995	13768	69227	271	68852	129
zr24558_16V3V4	21A.R1.48H	119156	119156	57634	7177	50457	221	50100	118
zr24558_17V3V4	21A.R2.48H	129778	129774	63806	8515	55291	126	55118	63
zr24558_18V3V4	21A.S1.48H	108100	108100	52198	7076	45122	221	44687	112
zr24558_19V3V4	21A.S2.48H	121174	121170	59594	7335	52259	143	52058	71
zr24558_20V3V4	21A.NC.48H	127370	127370	62351	7563	54788	139	54628	77
zr24558_21V3V4	66A.R1.48H	207408	207408	100414	17464	82950	373	82365	203
zr24558_22V3V4	66A.R2.48H	143722	143720	70975	11574	59401	71	59259	46
zr24558_23V3V4	66A.S1.48H	176694	176694	86272	15766	70506	186	70238	108
zr24558_24V3V4	66A.S2.48H	141980	141978	68394	10137	58257	354	57587	184
zr24558_25V3V4	66A.NC.48H	169412	169410	82289	6645	75644	279	75268	141
zr24558_26V3V4	41B.R1.48H	113298	113296	54456	5263	49193	242	48773	147
zr24558_27V3V4	41B.R2.48H	99106	99106	48320	5017	43303	159	43070	83
zr24558_28V3V4	41B.S1.48H	176916	176916	85061	8926	76135	358	75446	204
zr24558_29V3V4	41B.S2.48H	149164	149164	72842	8637	64205	178	63921	102
zr24558_30V3V4	41B.NC.48H	122866	122866	59239	6110	53129	262	52655	150
zr24558_31V3V4	50B.R1.48H	136684	136684	66208	6803	59405	220	59053	133
zr24558_32V3V4	50B.R2.48H	154008	154008	76119	5212	70907	111	70709	70
zr24558_33V3V4	50B.S1.48H	100222	100222	48825	4263	44562	173	44219	97
zr24558_34V3V4	50B.S2.48H	123830	123828	60291	5427	54864	198	54540	122
zr24558_35V3V4	50B.NC.48H	121752	121752	58690	5522	53168	251	52765	156
zr24558_37V3V4	67A.R2.48H	126676	126676	61190	7238	53952	221	53667	126
zr24558_38V3V4	67A.S1.48H	130686	130684	63176	5602	57574	236	57229	134
zr24558_39V3V4	67A.S2.48H	120616	120614	58315	7121	51194	256	50795	147
zr24558_40V3V4	67A.NC.48H	101262	101260	48676	6169	42507	196	42195	107
zr24558_41V3V4	92A.R1.48H	158258	158256	76544	10034	66510	284	66117	169
zr24558_42V3V4	92A.R2.48H	101234	101232	49315	9860	39455	105	39338	72
zr24558_43V3V4	92A.S1.48H	129116	129116	62105	9333	52772	253	52390	158
zr24558_44V3V4	92A.S2.48H	110464	110464	54402	5683	48719	78	48656	60
zr24558_45V3V4	92A.NC.48H	163964	163960	78445	12211	66234	312	65777	176
zr24558_46V3V4	92B.R1.48H	148742	148738	71210	11138	60072	291	59570	157
zr24558_47V3V4	92B.R2.48H	120362	120362	59256	14466	44790	109	44629	70
zr24558_48V3V4	92B.S1.48H	117814	117812	57974	5295	52679	121	52470	74
zr24558_49V3V4	92B.S2.48H	165012	165010	79749	9190	70559	291	70098	161
zr24558_50V3V4	92B.NC.48H	140500	140500	67516	8391	59125	298	58672	159
zr24558_51V3V4	161A.R1.48H	128202	128202	62311	4823	57488	225	57042	135
zr24558_52V3V4	161A.R2.48H	113558	113558	56044	8071	47973	80	47816	44
zr24558_53V3V4	161A.S1.48H	104124	104124	50291	4703	45588	220	45244	137
zr24558_54V3V4	161A.S2.48H	138688	138686	68469	11308	57161	106	56980	61
zr24558_55V3V4	161A.NC.48H	118106	118104	57245	5467	51778	233	51324	138
zr24558_56V3V4	66B.R1.48H	154792	154792	75676	8158	67518	172	67311	113
zr24558_57V3V4	66B.R2.48H	126390	126390	62537	6040	56497	72	56404	52
zr24558_58V3V4	66B.S1.48H	141696	141694	68062	7118	60944	260	60524	149
zr24558_59V3V4	66B.S2.48H	148782	148782	73671	6697	66974	74	66853	48
zr24558_60V3V4	66B.NC.48H	112050	112050	53626	7566	46060	250	45622	127
zr24558_61V3V4	123A.R1.48H	165142	165142	80779	11732	69047	198	68720	95
zr24558_62V3V4	123A.R2.48H	221172	221170	109530	8576	100954	118	100764	67
zr24558_63V3V4	123A.S1.48H	166056	166056	80975	14436	66539	186	66268	96
zr24558_64V3V4	123A.S2.48H	132490	132488	65684	5813	59871	73	59784	45
zr24558_65V3V4	123A.NC.48H	206952	206946	101126	12436	88690	213	88428	104
zr24558_66V3V4	58B.R1.48H	142346	142344	68459	11115	57344	227	57083	125
zr24558_67V3V4	58B.R2.48H	209876	209874	103194	11455	91739	127	91598	90
zr24558_68V3V4	58B.S1.48H	199338	199332	96644	20825	75819	168	75596	105
zr24558_69V3V4	58B.S2.48H	216216	216214	106555	19698	86857	103	86675	54
zr24558_70V3V4	58B.NC.48H	152670	152670	73958	14406	59552	138	59382	94
zr24558_71V3V4	137B.R1.48H	84376	84376	41173	3360	37813	163	37546	100
zr24558_72V3V4	137B.R2.48H	124244	124240	61581	2467	59114	77	59022	56
zr24558_73V3V4	137B.S1.48H	161754	161754	79297	7992	71305	203	70996	120
zr24558_74V3V4	137B.S2.48H	130186	130186	64583	3926	60657	79	60553	55
zr24558_75V3V4	137B.NC.48H	149652	149652	72868	8273	64595	182	64426	134
zr24558_76V3V4	276B.R1.48H	126242	126242	59999	9697	50302	264	49964	170
zr24558_77V3V4	276B.R2.48H	119832	119830	59445	3402	56043	56	55906	27
zr24558_78V3V4	276B.S1.48H	117624	117624	56222	6483	49739	234	49409	143
zr24558_79V3V4	276B.S2.48H	146676	146676	72583	2549	70034	106	69874	62
zr24558_80V3V4	276B.NC.48H	107956	107956	51004	8323	42681	242	42288	147
zr24558_81V3V4	123B.R1.48H	183104	183100	89343	12996	76347	205	76075	109
zr24558_82V3V4	123B.R2.48H	205380	205374	100628	15548	85080	172	84800	83
zr24558_83V3V4	123B.S1.48H	127984	127984	61756	8722	53034	200	52740	103
zr24558_84V3V4	123B.S2.48H	119256	119256	58070	9018	49052	161	48787	71
zr24558_85V3V4	123B.NC.48H	133516	133516	64941	9185	55756	179	55437	96
zr24558_86V3V4	116A.R1.48H	153048	153046	74546	6931	67615	234	67182	124
zr24558_87V3V4	116A.R2.48H	100830	100828	48552	6455	42097	240	41712	128
zr24558_88V3V4	116A.S1.48H	137340	137338	66714	6960	59754	198	59432	107
zr24558_89V3V4	116A.S2.48H	137076	137074	67316	9523	57793	164	57502	76
zr24558_90V3V4	116A.NC.48H	171716	171716	82519	9086	73433	366	72846	205
zr24558_91V3V4	239B.R1.48H	102274	102274	49627	5265	44362	183	44101	104
zr24558_92V3V4	239B.R2.48H	136690	136688	67694	7818	59876	55	59774	38
zr24558_93V3V4	239B.S1.48H	139204	139204	67762	6846	60916	202	60642	120
zr24558_94V3V4	239B.S2.48H	115992	115992	56537	8373	48164	127	47997	75
zr24558_95V3V4	239B.NC.48H	132834	132834	64948	5640	59308	178	59035	103
zr24558_96V3V4	MediaControl	184488	184484	91132	22476	68656	90	68500	33
zr24558_97V3V4	176A.R1.48H	116434	116434	56514	4736	51778	206	51457	128
zr24558_98V3V4	176A.R2.48H	112046	112044	55388	6454	48934	94	48789	51
zr24558_99V3V4	176A.S1.48H	128810	128810	62614	7091	55523	218	55159	120
zr24558_100V3V4	176A.S2.48H	121880	121876	59881	7201	52680	120	52512	70
zr24558_101V3V4	176A.NC.48H	129900	129900	63211	6976	56235	204	55934	131
zr24558_102V3V4	276A.R1.48H	127826	127826	62279	5992	56287	217	55941	112
zr24558_103V3V4	276A.R2.48H	124964	124962	61853	3559	58294	97	58093	47
zr24558_104V3V4	276A.S1.48H	135188	135186	66027	6028	59999	219	59715	116
zr24558_105V3V4	276A.S2.48H	107608	107608	53182	3175	50007	88	49851	54
zr24558_106V3V4	276A.NC.48H	118196	118196	57711	4028	53683	219	53351	117
zr24558_107V3V4	84A.R1.48H	167818	167816	80645	13548	67097	412	66345	207
zr24558_108V3V4	84A.R2.48H	146080	146080	70080	12378	57702	336	57149	178
zr24558_109V3V4	84A.S1.48H	142636	142636	68348	11159	57189	342	56583	187
zr24558_110V3V4	84A.S2.48H	127008	127008	61225	11387	49838	242	49432	125
zr24558_111V3V4	84A.NC.48H	156966	156966	75452	10960	64492	322	63964	175
zr24558_112V3V4	58A.R1.48H	168254	168250	81108	17211	63897	326	63421	186
zr24558_113V3V4	58A.R2.48H	151906	151900	73055	14483	58572	324	58046	169
zr24558_114V3V4	58A.S1.48H	134132	134132	64341	12621	51720	344	51159	189
zr24558_115V3V4	58A.S2.48H	162896	162892	79110	17406	61704	238	61324	137
zr24558_116V3V4	58A.NC.48H	123022	123022	59343	12621	46722	227	46425	143
zr24558_117V3V4	137A.R1.48H	106802	106802	51254	8183	43071	238	42704	137
zr24558_119V3V4	137A.S1.48H	120350	120348	58322	9257	49065	251	48659	139
zr24558_120V3V4	137A.S2.48H	150874	150874	74523	10329	64194	110	64028	67
zr24558_121V3V4	137A.NC.48H	144112	144110	69379	11427	57952	283	57516	157
zr24558_122V3V4	41A.R1.48H	179184	179184	86355	11950	74405	402	73690	209
zr24558_123V3V4	41A.R2.48H	131862	131862	63786	9377	54409	268	53986	148
zr24558_124V3V4	41A.S1.48H	171864	171864	82870	12370	70500	343	69865	189
zr24558_125V3V4	41A.S2.48H	143864	143864	69647	12040	57607	261	57126	134
zr24558_126V3V4	41A.NC.48H	156792	156792	74995	12572	62423	335	61902	191
zr24558_127V3V4	161B.R1.48H	116620	116620	56613	4391	52222	246	51856	147
zr24558_128V3V4	161B.R2.48H	129488	129486	63845	8247	55598	99	55419	51
zr24558_129V3V4	161B.S1.48H	110714	110712	53530	3930	49600	197	49324	122
zr24558_130V3V4	161B.S2.48H	139202	139198	67844	6619	61225	182	61021	126
zr24558_131V3V4	161B.NC.48H	127686	127684	62297	4557	57740	214	57366	128
zr24558_132V3V4	73A.R1.48H	132414	132412	63962	10057	53905	344	53244	172
zr24558_133V3V4	73A.R2.48H	158928	158924	76849	15230	61619	289	61250	177
zr24558_134V3V4	73A.S1.48H	168932	168932	80756	12815	67941	395	67414	229
zr24558_135V3V4	73A.S2.48H	119848	119846	57412	13423	43989	247	43609	151
zr24558_136V3V4	73A.NC.48H	157506	157506	75603	14221	61382	365	60799	191
zr24558_137V3V4	50A.R1.48H	149564	149562	71464	10232	61232	384	60563	188
zr24558_138V3V4	50A.R2.48H	148052	148050	73322	7079	66243	101	65997	54
zr24558_139V3V4	50A.S1.48H	156284	156282	74757	9968	64789	358	64241	208
zr24558_140V3V4	50A.S2.48H	141140	141138	68866	6546	62320	233	61941	134
zr24558_141V3V4	50A.NC.48H	150100	150094	71795	12285	59510	317	59011	175
zr24558_142V3V4	116B.R1.48H	156304	156302	74512	10909	63603	299	63151	173
zr24558_143V3V4	116B.R2.48H	110638	110636	54673	6940	47733	114	47519	61
zr24558_144V3V4	116B.S1.48H	136040	136040	65096	9548	55548	310	55048	177
zr24558_145V3V4	116B.S2.48H	117080	117078	57766	9497	48269	121	48039	57
zr24558_146V3V4	116B.NC.48H	145870	145870	68939	8711	60228	375	59676	224
zr24558_147V3V4	176B.R1.48H	149296	149296	71246	7976	63270	319	62836	201
zr24558_148V3V4	176B.R2.48H	111590	111590	55313	5519	49794	77	49681	45
zr24558_149V3V4	176B.S1.48H	135344	135344	65328	9144	56184	252	55831	167
zr24558_150V3V4	176B.S2.48H	141384	141384	69544	5977	63567	156	63332	73
zr24558_151V3V4	176B.NC.48H	130982	130980	61788	10944	50844	336	50343	191
zr24558_152V3V4	239A.R1.48H	113356	113354	55938	8277	47661	126	47452	74
zr24558_153V3V4	239A.R2.48H	121002	121002	59117	7427	51690	175	51414	95
zr24558_154V3V4	239A.S1.48H	135226	135224	66177	6472	59705	160	59467	94
zr24558_155V3V4	239A.S2.48H	128442	128440	63734	13418	50316	45	50235	26
zr24558_156V3V4	239A.NC.48H	128864	128864	62842	7458	55384	183	55072	95
zr24558_157V3V4	67B.R1.48H	128586	128586	62162	9961	52201	266	51734	140
zr24558_158V3V4	67B.R2.48H	128416	128414	63231	9457	53774	105	53642	68
zr24558_159V3V4	67B.S1.48H	111566	111566	54355	6732	47623	190	47424	126
zr24558_160V3V4	67B.S2.48H	113676	113674	55265	6949	48316	217	48043	131
