#taxa	84B.R1.48H	84B.R2.48H	84B.S1.48H	84B.S2.48H	84B.NC.48H	21B.R1.48H	21B.R2.48H	21B.S1.48H	21B.S2.48H	21B.NC.48H	73B.R1.48H	73B.R2.48H	73B.S1.48H	73B.S2.48H	73B.NC..48H	21A.R1.48H	21A.R2.48H	21A.S1.48H	21A.S2.48H	21A.NC.48H	66A.R1.48H	66A.R2.48H	66A.S1.48H	66A.S2.48H	66A.NC.48H	41B.R1.48H	41B.R2.48H	41B.S1.48H	41B.S2.48H	41B.NC.48H	50B.R1.48H	50B.R2.48H	50B.S1.48H	50B.S2.48H	50B.NC.48H	67A.R2.48H	67A.S1.48H	67A.S2.48H	67A.NC.48H	92A.R1.48H	92A.R2.48H	92A.S1.48H	92A.S2.48H	92A.NC.48H	92B.R1.48H	92B.R2.48H	92B.S1.48H	92B.S2.48H	92B.NC.48H	161A.R1.48H	161A.R2.48H	161A.S1.48H	161A.S2.48H	161A.NC.48H	66B.R1.48H	66B.R2.48H	66B.S1.48H	66B.S2.48H	66B.NC.48H	123A.R1.48H	123A.R2.48H	123A.S1.48H	123A.S2.48H	123A.NC.48H	58B.R1.48H	58B.R2.48H	58B.S1.48H	58B.S2.48H	58B.NC.48H	137B.R1.48H	137B.R2.48H	137B.S1.48H	137B.S2.48H	137B.NC.48H	276B.R1.48H	276B.R2.48H	276B.S1.48H	276B.S2.48H	276B.NC.48H	123B.R1.48H	123B.R2.48H	123B.S1.48H	123B.S2.48H	123B.NC.48H	116A.R1.48H	116A.R2.48H	116A.S1.48H	116A.S2.48H	116A.NC.48H	239B.R1.48H	239B.R2.48H	239B.S1.48H	239B.S2.48H	239B.NC.48H	MediaControl	176A.R1.48H	176A.R2.48H	176A.S1.48H	176A.S2.48H	176A.NC.48H	276A.R1.48H	276A.R2.48H	276A.S1.48H	276A.S2.48H	276A.NC.48H	84A.R1.48H	84A.R2.48H	84A.S1.48H	84A.S2.48H	84A.NC.48H	58A.R1.48H	58A.R2.48H	58A.S1.48H	58A.S2.48H	58A.NC.48H	137A.R1.48H	137A.S1.48H	137A.S2.48H	137A.NC.48H	41A.R1.48H	41A.R2.48H	41A.S1.48H	41A.S2.48H	41A.NC.48H	161B.R1.48H	161B.R2.48H	161B.S1.48H	161B.S2.48H	161B.NC.48H	73A.R1.48H	73A.R2.48H	73A.S1.48H	73A.S2.48H	73A.NC.48H	50A.R1.48H	50A.R2.48H	50A.S1.48H	50A.S2.48H	50A.NC.48H	116B.R1.48H	116B.R2.48H	116B.S1.48H	116B.S2.48H	116B.NC.48H	176B.R1.48H	176B.R2.48H	176B.S1.48H	176B.S2.48H	176B.NC.48H	239A.R1.48H	239A.R2.48H	239A.S1.48H	239A.S2.48H	239A.NC.48H	67B.R1.48H	67B.R2.48H	67B.S1.48H	67B.S2.48H	67B.NC.48H	161A.R1.0H	161A.R2.0H	161A.S1.0H	161A.S2.0H	161A.NC.0H	239A.R1.0H	239A.R2.0H	239A.S1.0H	239A.S2.0H	239A.NC.0H	116A.R1.0H	116A.R2.0H	116A.S1.0H	116A.S2.0H	116A.NC.0H	137B.R1.0H	137B.R2.0H	137B.S1.0H	137B.S2.0H	137B.NC.0H	67A.R1.0H	67A.R2.0H	67A.S1.0H	67A.S2.0H	67A.NC.0H	73B.R1.0H	73B.R2.0H	73B.S1.0H	73B.S2.0H	73.NC.0H	MediaControl48h	58B.R1.0H	58B.R2.0H	58B.S1.0H	58B.S2.0H	58B.NC.0H	67B.R1.0H	67B.R2.0H	67B.S1.0H	67B.S2.0H	67B.NC.0H	92A.R1.0H	92A.R2.0H	92A.S1.0H	92A.S2.0H	92A.NC.0H	176A.R1.0H	176A.R2.0H	176A.S1.0H	176A.S2.0H	176A.NC.0H	137A.R1.0H	137A.R2.0H	137A.S1.0H	137A.S2.0H	137A.NC.0H	41A.R1.0H	41A.R2.0H	41A.S1.0H	41A.S2.0H	41A.NC.40H	50A.R1.0H	50A.R2.0H	50A.S1.0H	50A.S2.0H	50A.NC.0H	58A.R1.0H	58A.R2.0H	58A.S1.0H	58A.S2.0H	58A.NC.0H	73A.R1.0H	73A.R2.0H	73A.S1.0H	73A.S2.0H	73A.NC.0H	66B.R1.0H	66B.R2.0H	66B.S1.0H	66B.NC.0H	66B.S2.0H	41B.R1.0H	41B.R2.0H	41B.S1.0H	41B.S2.0H	41B.NC.0H	84B.R1.0H	84B.R2.0H	84B.S1.0H	84B.S2.0H	84B.NC.0H	50B.R1.0H	50B.R2.0H	50B.S1.0H	50B.S2.0H	50B.NC.0H	161B.R2.0H	161B.R1.0H	161B.S1.0H	161B.S2.0H	161B.NC.0H	21A.R1.0H	21A.R2.0H	21A.S1.0H	21A.S2.0H	21A.NC.0H	66A.R1.0H	66A.R2.0H	66A.S1.0H	66A.S2.0H	66A.NC.0H	84A.R1.0H	84A.R2.0H	84A.S1.0H	84A.S2.0H	123A.R1.0H	123A.R2.0H	123A.S1.0H	123A.S2.0H	123A.NC.0H	239B.R1.0H	239B.R2.0H	239B.S1.0H	239B.S2.0H	239B.NC.0H	21B.R1.0H	21B.R2.0H	21B.S1.0H	21B.S2.0H	21B.NC.0H	92B.R1.0H	92B.R2.0H	92B.S1.0H	92B.S2.0H	92B.NC.0H	176B.R1.0H	176B.R2.0H	176B.S1.0H
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__NA	12	27	29	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	42	34	30	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Rhodococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Micrococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	24	0	0	0	0	0	0	0	24	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	41	0	12	13	14	11	29	0	0	0	0	0	0	0	0	0	0	186	117	126	96	0	0	0	0	0	0	49	0	69	81	90	66	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	12	11	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	23	0	14	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	82	57	0	0	0	93	144	0	105	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia-Asaccharobacter	0	24	42	0	31	0	0	0	0	0	66	0	33	0	23	0	0	0	0	0	23	0	0	15	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	120	12	42	0	76	20	24	16	30	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	25	28	17	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	12	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	16	39	26	71	0	0	14	0	0	11	0	47	0	118	61	0	12	0	70	0	17	33	0	12	14	0	12	17	40	15	25	24	15	15	43	56	24	0	46	38	52	74	45	61	0	0	0	0	0	0	0	0	0	0	230	128	167	154	0	0	0	57	46	52	0	40	37	43	41	33	41	186	125	134	133	190	34	86	0	29	37	0	0	0	0	0	64	55	45	63	59	0	0	0	13	14	292	290	311	251	382	64	82	108	70	66	87	68	102	70	39	0	0	75	0	0	0	0	0	0	0	12	0	0	0	0	144	109	87	82	101	138	191	0	160	169	29	27	0	26	33	112	44	62	41	86	56	75	44	0	0	0	0	200	0	0	0	0	0	78	81	81	82	65	81	120	74
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium	0	38	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	37	59	59	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	2152	443	392	1068	287	14745	6799	13249	3221	14262	1206	961	52	0	6833	12163	12752	10201	13630	150	2905	3698	4714	2645	2074	7559	8335	7013	8892	10399	3131	147	1034	1634	4096	1787	1621	1750	1419	132	404	64	666	263	0	0	0	0	0	14181	20757	8835	16220	9738	4418	2870	9122	3142	5378	1761	2078	1945	1638	2124	146	0	52	0	24	13	0	0	0	0	2941	340	1258	2655	2422	3630	6018	2527	3244	2623	4933	1173	3894	6098	5465	8814	14203	12587	13429	16694	113	1637	1273	2035	2224	2922	890	1202	908	3600	1516	374	1697	184	85	147	121	1525	152	41	0	78	173	395	15	3742	7391	3751	4235	3907	19131	23024	14006	23301	16739	78	328	222	18	0	1188	213	1086	1036	1067	2097	357	2826	877	3077	2909	228	2029	640	2968	7551	7695	14080	8498	6392	4206	1711	1459	2012	3657	8003	8724	9044	5470	6228	8833	9624	8503	7990	9773	911	1473	2020	1620	2240	0	0	0	0	0	3216	3539	4611	4766	3262	0	0	0	0	0	14	374	6821	8254	7070	6053	7404	2495	3653	3034	2173	3956	795	644	590	833	751	1792	4880	442	2404	2790	400	526	433	544	886	1915	1571	1487	1871	1520	699	840	822	923	921	1343	1353	1324	1488	2048	4370	4947	6764	6182	5106	2111	1691	2757	1837	955	0	0	0	0	0	0	0	0	0	0	885	361	573	1303	717	1494	2436	5361	4709	5229	0	0	1694	1498	3081	1438	1966	380	1208	2564	0	0	0	0	601	3302	3895	2862	0	0	0	0	0	48	418	375	458	621	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella-Olsenella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	24	0	39	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	21	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	36	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Denitrobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	12	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	281	317	231	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	107	102	68	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	52	66	114	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella	372	1902	1867	208	1616	279	951	674	1164	196	582	110	443	80	72	1222	310	837	161	75	169	0	12	99	324	379	15	365	60	575	48	0	20	20	118	0	106	259	0	713	19	370	0	1177	104	0	18	153	244	0	0	0	0	0	56	0	172	0	77	1453	77	682	0	1552	1427	519	1503	1420	1578	341	121	600	200	813	1012	14	1010	58	1148	325	13	147	0	239	88	75	31	15	772	190	31	209	27	258	0	43	0	29	0	154	456	31	430	81	816	908	570	632	366	1049	227	286	128	168	202	265	243	434	986	271	88	181	147	791	25	0	0	0	0	129	131	201	111	633	55	0	45	0	103	262	0	297	0	640	471	0	155	0	830	99	267	409	36	223	127	65	29	78	162	0	0	0	0	0	74	83	63	46	70	0	0	16	0	19	207	205	200	206	277	0	0	0	0	0	30	14	20	17	316	360	108	30	71	55	45	54	19	27	20	27	27	119	90	82	132	111	0	18	0	0	0	97	153	122	93	177	12	0	0	0	0	0	0	0	0	0	205	168	222	191	302	28	26	44	18	36	21	0	14	13	40	0	218	136	258	284	218	353	392	307	264	0	0	0	0	0	31	21	30	28	28	12	29	153	31	28	0	0	0	0	11	0	0	0	0	0	0	18	0	0	392	312	251	32	15	109	68	96	144	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella-Gordonibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	11	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	21	14	23	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enterorhabdus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	43	11	14	38	43	0	18	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	12	26	11	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	67	91	85	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	132	123	68	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	43	86	175	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Gordonibacter	0	25	35	0	17	0	14	0	14	0	28	18	27	12	14	0	0	11	0	0	12	0	0	0	0	37	0	28	20	85	0	0	0	0	0	0	0	0	0	39	13	25	0	41	39	19	16	64	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	16	0	0	0	0	0	0	0	0	0	24	0	19	0	116	0	0	14	0	25	78	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	14	23	13	42	0	0	0	0	0	19	20	21	16	49	0	0	0	0	0	52	0	92	0	164	75	0	29	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	30	19	11	0	0	0	0	0	0	0	0	0	37	21	23	26	0	0	18	0	0	0	0	0	0	0	0	0	0	24	0	0	15	11	0	0	0	0	0	36	36	52	32	24	21	0	14	19	0	0	0	0	0	0	21	33	36	44	37	25	22	42	21	15	16	12	27	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	15	27	35	31	25	23	22	0	27	31	19	24	14	24	31	14	13	0	18	14	0	0	0	0	0	0	0	38	0	21	19	28	43	21	15	22	18	14	0	23	15
