Sum Sq,Mean Sq,NumDF,DenDF,F value,Pr(>F),metric,term
0.1794321488468523,0.1794321488468523,1,10.976591119879338,2.112604046058719,0.174076035668225,Shannon,group
1.4530230312189043,0.7265115156094522,2,63.50256941654639,8.553824814831703,5.135762104530006e-4,Shannon,carbohydrate
1.028919625882876,1.028919625882876,1,65.4981904810196,12.114327218834509,8.9546576192388e-4,Shannon,timepoint
0.1583226392187348,0.0791613196093674,2,63.50256941808266,0.9320321089217716,0.3990715545209777,Shannon,group:carbohydrate
0.2553875718088257,0.2553875718088257,1,65.49819047451865,3.006890465191582,0.0876159170867691,Shannon,group:timepoint
1.3742733197952288,0.6871366598976144,2,63.50256941115239,8.090231863265343,7.415340586475346e-4,Shannon,carbohydrate:timepoint
0.265476662444947,0.1327383312224735,2,63.50256942503335,1.562838863658848,0.2174918970583933,Shannon,group:carbohydrate:timepoint
748.5551522737679,748.5551522737679,1,13.186373417804251,1.4653867491589831,0.24732666678013066,Observed,group
5672.494637725889,2836.2473188629447,2,66.25592660016602,5.55229527947917,0.00589747203116454,Observed,carbohydrate
1931.4750406027315,1931.4750406027315,1,67.88862238919265,3.781094715911339,0.05597920470578871,Observed,timepoint
1129.8990518382025,564.9495259191012,2,66.25592659940789,1.1059566509038268,0.33692441583090416,Observed,group:carbohydrate
3274.845607294585,3274.845607294585,1,67.88862239179086,6.4109041850745125,0.01366128812237393,Observed,group:timepoint
4904.171721058988,2452.085860529494,2,66.25592660173147,4.800253016635263,0.011301767241762834,Observed,carbohydrate:timepoint
1453.9111447499715,726.9555723749858,2,66.25592659667403,1.4231029734412788,0.2482337506516492,Observed,group:carbohydrate:timepoint
0.0011249759315715845,0.0011249759315715845,1,8.456371511429996,0.4389714835585598,0.525262662752044,Simpson,group
0.038804897337022096,0.019402448668511048,2,59.122914007089385,7.570936797542621,0.0011819913015803168,Simpson,carbohydrate
0.030372770777003618,0.030372770777003618,1,61.56378902176853,11.851613775540546,0.0010413652053559241,Simpson,timepoint
0.004929822304766781,0.0024649111523833904,2,59.12291399319254,0.9618212043791842,0.3880948670017124,Simpson,group:carbohydrate
1.495889398776038e-4,1.495889398776038e-4,1,61.56378902032755,0.058370385551529055,0.8098933269394866,Simpson,group:timepoint
0.019045036033075502,0.009522518016537751,2,59.122914000272175,3.715736260324341,0.03019427799958233,Simpson,carbohydrate:timepoint
0.004800109009246472,0.002400054504623236,2,59.12291399912853,0.9365138017166782,0.39772862183917235,Simpson,group:carbohydrate:timepoint
